Food Name,region,diet_type,ingredients,calories,carbs,fat,protein
Pitha with Banana,Assam,Veg,None,180,32,2,4
Khar with Rice,Assam,Veg,None,210,30,6,5
Masor Tenga with Lentils,Assam,Non-Veg,Fish,260,20,11,24
Bamboo Shoot Curry with Peanuts,Assam,Veg,Peanuts,220,27,5,5
Khar with Carrots,Assam,Veg,None,190,28,5,4
Sukuti with Potato,Assam,Non-Veg,Beef,360,10,31,27
Patot Diya Duck,Assam,Non-Veg,Duck,340,16,28,25
Mung Dal with Rice,Assam,Veg,None,220,30,4,15
Bhapa Alu with Peanuts,Assam,Veg,Peanuts,230,32,7,5
Duck with Pumpkin,Assam,Non-Veg,Duck,340,14,29,26
Bora Saul with Peanuts,Assam,Veg,Peanuts,150,28,1,4
Pitha with Jaggery and Coconut,Assam,Veg,None,180,33,2,5
Aloo Bhaji with Coconut,Assam,Veg,None,210,28,8,4
Masor Tenga with Spinach,Assam,Non-Veg,Fish,240,16,10,22
Khar with Pumpkin Seeds,Assam,Veg,None,200,20,6,5
Duck Curry with Spinach,Assam,Non-Veg,Duck,350,14,28,27
Mung Dal with Pumpkin,Assam,Veg,None,210,29,4,14
Pitha with Banana and Jaggery,Assam,Veg,None,190,34,1,4
Sukuti with Spinach,Assam,Non-Veg,Beef,370,12,33,27
Khar with Lentils,Assam,Veg,None,210,25,5,7
Duck Curry with Potato and Carrots,Assam,Non-Veg,Duck,340,15,30,27
Masoor Dal with Carrots,Assam,Veg,None,220,28,6,14
Silkworm Curry with Spinach,Assam,Non-Veg,Silkworm,370,10,31,27
Pitha with Peanuts,Assam,Veg,Peanuts,170,32,3,4
Bhapa Alu with Spinach,Assam,Veg,None,210,28,6,5
Khar with Potato,Assam,Veg,None,200,30,5,4
Duck Curry with Beans,Assam,Non-Veg,Duck,350,15,28,27
Mung Dal with Spinach,Assam,Veg,None,220,30,4,14
Sukuti with Carrots,Assam,Non-Veg,Beef,360,10,32,27
Masor Tenga with Eggplant,Assam,Non-Veg,Fish,250,18,11,22
Pitha with Coconut and Jaggery,Assam,Veg,None,190,34,2,5
Aloo Pitika with Pumpkin,Assam,Veg,None,200,30,7,4
Duck with Spinach,Assam,Non-Veg,Duck,340,14,28,26
Bhapa Alu with Eggplant,Assam,Veg,None,220,32,6,5
Khar with Spinach,Assam,Veg,None,210,28,5,4
Sukuti with Eggplant,Assam,Non-Veg,Beef,370,12,34,27
Tamul Pitha with Coconut,Assam,Veg,None,170,32,2,3
Duck Curry with Tomatoes,Assam,Non-Veg,Duck,340,16,30,27
Masoor Dal with Peanuts,Assam,Veg,Peanuts,230,30,5,14
Khar with Fish and Peanuts,Assam,Non-Veg,Fish,250,16,11,22
Sukuti with Spinach and Carrots,Assam,Non-Veg,Beef,380,12,34,27
Aloo Bhaji with Tomatoes,Assam,Veg,None,220,28,7,5
Duck Curry with Potatoes and Carrots,Assam,Non-Veg,Duck,350,16,30,26
Pitha with Jaggery and Banana,Assam,Veg,None,190,35,2,4
Masor Tenga with Carrots,Assam,Non-Veg,Fish,260,16,11,22
Bhapa Alu with Peanuts and Tomatoes,Assam,Veg,Peanuts,230,30,7,6
Duck Curry with Spinach and Carrots,Assam,Non-Veg,Duck,340,15,29,27
Masoor Dal with Beans,Assam,Veg,None,220,30,6,14
Pitha with Coconut and Jaggery,Assam,Veg,None,190,33,2,5
Duck Curry with Eggplant and Beans,Assam,Non-Veg,Duck,350,16,30,26
Sukuti with Carrots and Spinach,Assam,Non-Veg,Beef,380,10,34,27
Masor Tenga with Beans and Eggplant,Assam,Non-Veg,Fish,270,18,12,23
Aloo Pitika with Spinach,Assam,Veg,None,200,30,6,4
Khar with Tomatoes,Assam,Veg,None,200,28,5,4
Duck Curry with Pumpkin and Beans,Assam,Non-Veg,Duck,340,15,30,26
Bhapa Alu with Carrots,Assam,Veg,None,210,28,6,5
Khar with Eggplant and Tomatoes,Assam,Veg,None,210,30,6,4
Pitha with Banana and Coconut,Assam,Veg,None,190,34,2,4
Masoor Dal with Spinach and Carrots,Assam,Veg,None,230,28,6,14
Duck Curry with Peanuts and Spinach,Assam,Non-Veg,Duck,350,15,30,27
Sukuti with Beans and Tomatoes,Assam,Non-Veg,Beef,380,12,33,27
Pitha with Jaggery and Banana,Assam,Veg,None,190,35,1,4
Masoor Dal with Eggplant and Beans,Assam,Veg,None,230,30,6,14
Duck Curry with Carrots and Beans,Assam,Non-Veg,Duck,350,16,30,26
Aloo Bhaji with Eggplant,Assam,Veg,None,210,28,7,5
Sukuti with Eggplant and Beans,Assam,Non-Veg,Beef,380,12,33,27
Khar with Beans and Spinach,Assam,Veg,None,210,28,6,5
Duck Curry with Carrots and Spinach,Assam,Non-Veg,Duck,340,15,29,26
Pitha with Banana and Peanuts,Assam,Veg,Peanuts,180,32,2,4
Masoor Dal with Eggplant and Spinach,Assam,Veg,None,230,28,6,14
Duck Curry with Pumpkin and Spinach,Assam,Non-Veg,Duck,340,15,30,27
Sukuti with Spinach and Beans,Assam,Non-Veg,Beef,380,12,34,27
Pitha with Jaggery and Spinach,Assam,Veg,None,190,33,2,4
Masoor Dal with Carrots and Spinach,Assam,Veg,None,230,28,6,14
Duck Curry with Peanuts and Beans,Assam,Non-Veg,Duck,350,15,30,27
Bhapa Alu with Spinach and Carrots,Assam,Veg,None,210,28,6,5
Masoor Dal with Beans and Spinach,Assam,Veg,None,230,28,6,14
Sukuti with Carrots and Beans,Assam,Non-Veg,Beef,380,12,34,27
Duck Curry with Beans and Spinach,Assam,Non-Veg,Duck,340,15,30,27
Pitha with Spinach and Banana,Assam,Veg,None,190,33,2,4
Duck Curry with Beans and Carrots,Assam,Non-Veg,Duck,350,16,30,27
Pitha with Beans and Peanuts,Assam,Veg,Peanuts,180,32,2,4
Duck Curry with Carrots and Beans,Assam,Non-Veg,Duck,350,16,30,27
Pitha with Spinach and Beans,Assam,Veg,None,190,33,2,4
Masoor Dal with Spinach and Beans,Assam,Veg,None,230,28,6,14
Thukpa,Arunachal Pradesh,veg,gluten,350,45,10,20
Momos,Arunachal Pradesh,veg,gluten,400,50,15,25
Zan,Arunachal Pradesh,veg,gluten,300,40,8,15
Apong,Arunachal Pradesh,non-veg,gluten,250,35,5,18
Bamboo Shoot Curry,Arunachal Pradesh,veg,none,150,20,5,8
Pork with Bamboo Shoot,Arunachal Pradesh,non-veg,none,400,30,25,30
Rice Beer,Arunachal Pradesh,non-veg,none,200,20,0,1
Chicken Curry,Arunachal Pradesh,non-veg,none,350,40,20,25
Pork Belly,Arunachal Pradesh,non-veg,none,500,20,35,25
Fried Fish,Arunachal Pradesh,non-veg,none,300,15,25,20
Vegetable Pakoras,Arunachal Pradesh,veg,gluten,250,30,10,5
Khar,Arunachal Pradesh,veg,none,200,25,5,10
Noodles with Vegetables,Arunachal Pradesh,veg,gluten,350,50,10,15
Beef Steak,Arunachal Pradesh,non-veg,none,400,10,30,25
Stir-Fried Vegetables,Arunachal Pradesh,veg,none,200,20,5,10
Rice,Arunachal Pradesh,veg,none,250,50,0,5
Sushi with Pork,Arunachal Pradesh,non-veg,gluten,300,40,10,20
Chana Dal,Arunachal Pradesh,veg,none,350,45,8,20
Mutton Curry,Arunachal Pradesh,non-veg,none,400,40,25,30
Potato Salad,Arunachal Pradesh,veg,none,200,30,5,5
Pork Stew,Arunachal Pradesh,non-veg,none,350,20,20,25
Vegetable Soup,Arunachal Pradesh,veg,none,150,20,3,7
Bamboo Shoot Salad,Arunachal Pradesh,veg,none,100,15,2,5
Chicken Korma,Arunachal Pradesh,non-veg,dairy,400,30,25,30
Mutton Kebabs,Arunachal Pradesh,non-veg,none,450,25,30,35
Vegetable Biryani,Arunachal Pradesh,veg,gluten,350,50,10,10
Chicken Shawarma,Arunachal Pradesh,non-veg,gluten,400,40,15,25
Pork with Chives,Arunachal Pradesh,non-veg,none,350,30,20,25
Fried Rice,Arunachal Pradesh,veg,gluten,400,60,10,10
Beef Curry,Arunachal Pradesh,non-veg,none,450,40,30,25
Vegetable Pakoda,Arunachal Pradesh,veg,gluten,250,30,10,5
Chicken Tikka,Arunachal Pradesh,non-veg,none,300,20,15,25
Spicy Pork,Arunachal Pradesh,non-veg,none,350,25,25,20
Sweet Potato Fries,Arunachal Pradesh,veg,none,200,30,10,2
Lentil Soup,Arunachal Pradesh,veg,none,150,25,1,10
Bamboo Shoot Pickle,Arunachal Pradesh,veg,none,100,10,5,2
Beef Stew,Arunachal Pradesh,non-veg,none,400,20,25,30
Vegetable Stir Fry,Arunachal Pradesh,veg,none,200,20,5,7
Chicken Dumplings,Arunachal Pradesh,non-veg,gluten,300,35,10,20
Pork with Green Beans,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Curry,Arunachal Pradesh,veg,none,250,30,8,10
Chicken Biryani,Arunachal Pradesh,non-veg,gluten,450,50,15,30
Pork Skewers,Arunachal Pradesh,non-veg,none,350,20,25,30
Vegetable Sandwich,Arunachal Pradesh,veg,gluten,300,40,8,10
Chicken Salad,Arunachal Pradesh,non-veg,none,250,20,15,20
Pork with Celery,Arunachal Pradesh,non-veg,none,350,25,20,25
Spicy Noodles,Arunachal Pradesh,veg,gluten,350,50,10,15
Chicken Soup,Arunachal Pradesh,non-veg,none,200,15,5,15
Beef Stir Fry,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Korma,Arunachal Pradesh,veg,dairy,300,30,12,10
Pork with Tomatoes,Arunachal Pradesh,non-veg,none,350,25,20,25
Chicken Kebabs,Arunachal Pradesh,non-veg,none,300,15,20,25
Vegetable Stew,Arunachal Pradesh,veg,none,150,25,5,7
Mutton Stew,Arunachal Pradesh,non-veg,none,400,20,25,30
Chicken Wrap,Arunachal Pradesh,non-veg,gluten,350,40,15,25
Pork with Bamboo Shoot Pickle,Arunachal Pradesh,non-veg,none,400,30,25,30
Vegetable Fried Rice,Arunachal Pradesh,veg,gluten,350,50,10,10
Chicken with Vegetables,Arunachal Pradesh,non-veg,none,350,30,20,25
Pork Curry,Arunachal Pradesh,non-veg,none,400,35,25,30
Vegetable Soup with Noodles,Arunachal Pradesh,veg,gluten,250,40,5,8
Chicken with Bamboo Shoot,Arunachal Pradesh,non-veg,none,350,30,20,25
Beef with Vegetables,Arunachal Pradesh,non-veg,none,400,30,25,30
Spicy Chicken Curry,Arunachal Pradesh,non-veg,none,400,35,25,30
Vegetable Dumplings,Arunachal Pradesh,veg,gluten,300,40,10,10
Pork with Herbs,Arunachal Pradesh,non-veg,none,350,25,20,25
Chicken Stir Fry,Arunachal Pradesh,non-veg,none,300,25,15,25
Vegetable Biryani with Raita,Arunachal Pradesh,veg,dairy,400,50,15,12
Pork with Spinach,Arunachal Pradesh,non-veg,none,350,30,20,25
Chicken Salad with Greens,Arunachal Pradesh,non-veg,none,250,20,15,20
Spicy Pork with Rice,Arunachal Pradesh,non-veg,none,400,45,25,30
Vegetable Pakora with Chutney,Arunachal Pradesh,veg,gluten,300,35,12,6
Chicken with Spices,Arunachal Pradesh,non-veg,none,350,25,20,30
Beef with Potatoes,Arunachal Pradesh,non-veg,none,400,30,25,30
Vegetable Stir Fry with Rice,Arunachal Pradesh,veg,gluten,350,50,10,10
Chicken and Vegetable Soup,Arunachal Pradesh,non-veg,none,200,20,5,15
Pork and Vegetable Stew,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Rice with Curry,Arunachal Pradesh,veg,gluten,350,50,10,12
Chicken with Mushrooms,Arunachal Pradesh,non-veg,none,300,25,15,25
Pork with Noodles,Arunachal Pradesh,non-veg,gluten,400,50,15,30
Vegetable Curry with Rice,Arunachal Pradesh,veg,gluten,400,50,10,15
Chicken and Rice Soup,Arunachal Pradesh,non-veg,none,250,20,5,20
Beef with Rice,Arunachal Pradesh,non-veg,none,400,35,25,30
Spicy Vegetable Soup,Arunachal Pradesh,veg,none,200,25,5,8
Chicken Curry with Spinach,Arunachal Pradesh,non-veg,none,350,30,20,25
Pork and Rice,Arunachal Pradesh,non-veg,none,400,40,25,30
Vegetable Fritters,Arunachal Pradesh,veg,gluten,250,30,10,5
Chicken Skewers,Arunachal Pradesh,non-veg,none,300,15,20,25
Pork with Green Veggies,Arunachal Pradesh,non-veg,none,350,25,20,25
Spicy Fried Noodles,Arunachal Pradesh,veg,gluten,350,50,10,15
Chicken and Spinach Soup,Arunachal Pradesh,non-veg,none,250,20,5,20
Pork with Cabbage,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Kebab,Arunachal Pradesh,veg,gluten,300,40,10,10
Chicken and Vegetable Biryani,Arunachal Pradesh,non-veg,gluten,450,50,15,30
Pork with Potatoes and Beans,Arunachal Pradesh,non-veg,none,400,30,25,30
Vegetable Stir Fry with Rice,Arunachal Pradesh,veg,gluten,350,50,10,12
Chicken Soup with Rice,Arunachal Pradesh,non-veg,none,250,20,5,20
Pork Curry with Rice,Arunachal Pradesh,non-veg,none,400,35,25,30
Vegetable Pakoras with Mint Chutney,Arunachal Pradesh,veg,gluten,300,35,12,6
Chicken with Beans,Arunachal Pradesh,non-veg,none,350,25,20,25
Pork Stir Fry,Arunachal Pradesh,non-veg,none,350,25,20,25
Spicy Vegetable Biryani,Arunachal Pradesh,veg,gluten,350,50,10,15
Chicken Curry with Vegetables,Arunachal Pradesh,non-veg,none,400,35,25,30
Pork with Pumpkin,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Soup with Barley,Arunachal Pradesh,veg,gluten,250,30,5,8
Chicken with Carrots,Arunachal Pradesh,non-veg,none,300,20,15,25
Pork and Potato Stew,Arunachal Pradesh,non-veg,none,400,30,25,30
Vegetable Fritters with Chutney,Arunachal Pradesh,veg,gluten,250,30,10,5
Chicken Skewers with Vegetables,Arunachal Pradesh,non-veg,none,300,15,20,25
Pork with Eggplant,Arunachal Pradesh,non-veg,none,350,25,20,25
Spicy Vegetable Noodles,Arunachal Pradesh,veg,gluten,350,50,10,15
Chicken and Mushroom Soup,Arunachal Pradesh,non-veg,none,250,20,5,20
Pork with Peppers,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Korma with Rice,Arunachal Pradesh,veg,dairy,400,50,15,12
Chicken and Spinach Curry,Arunachal Pradesh,non-veg,none,350,30,20,25
Pork with Sweet Potatoes,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Biryani with Cucumber Raita,Arunachal Pradesh,veg,dairy,400,50,15,12
Chicken Curry with Spinach,Arunachal Pradesh,non-veg,none,400,35,25,30
Pork with Green Beans and Carrots,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Pakoras with Tomato Chutney,Arunachal Pradesh,veg,gluten,250,35,12,6
Chicken and Vegetable Stir Fry,Arunachal Pradesh,non-veg,none,300,25,15,25
Pork with Mushrooms,Arunachal Pradesh,non-veg,none,350,25,20,25
Spicy Vegetable Stew,Arunachal Pradesh,veg,none,200,25,5,8
Chicken Soup with Vegetables,Arunachal Pradesh,non-veg,none,250,20,5,20
Pork with Spinach and Carrots,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Rice with Lentils,Arunachal Pradesh,veg,gluten,350,50,10,15
Chicken and Beans Soup,Arunachal Pradesh,non-veg,none,250,20,5,20
Pork Curry with Eggplant,Arunachal Pradesh,non-veg,none,400,30,25,30
Vegetable Fritters with Yogurt Dip,Arunachal Pradesh,veg,gluten,250,30,10,5
Chicken and Vegetable Skewers,Arunachal Pradesh,non-veg,none,300,15,20,25
Pork with Sweet Corn,Arunachal Pradesh,non-veg,none,350,25,20,25
Spicy Vegetable Biryani with Raita,Arunachal Pradesh,veg,dairy,400,50,15,12
Chicken Curry with Mushrooms,Arunachal Pradesh,non-veg,none,350,30,20,25
Pork with Green Beans and Tomatoes,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Pakoras with Mint Raita,Arunachal Pradesh,veg,gluten,250,35,12,6
Pork with Eggplant and Mushrooms,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Noodles with Peppers,Arunachal Pradesh,veg,gluten,350,50,10,15
Chicken Soup with Spinach,Arunachal Pradesh,non-veg,none,250,20,5,20
Pork with Pumpkin and Carrots,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Korma with Naan,Arunachal Pradesh,veg,dairy,400,50,15,12
Chicken and Carrots Stir Fry,Arunachal Pradesh,non-veg,none,300,20,15,25
Pork with Eggplant and Beans,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Pakoras with Yogurt,Arunachal Pradesh,veg,gluten,250,35,12,6
Chicken Skewers with Rice,Arunachal Pradesh,non-veg,none,300,15,20,25
Pork with Peppers and Carrots,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Curry with Barley,Arunachal Pradesh,veg,gluten,250,30,5,8
Chicken and Spinach Stew,Arunachal Pradesh,non-veg,none,350,30,20,25
Pork with Pumpkin and Beans,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Fritters with Spinach,Arunachal Pradesh,veg,gluten,250,30,10,5
Chicken and Vegetable Noodles,Arunachal Pradesh,non-veg,gluten,350,50,15,30
Pork with Sweet Potatoes and Beans,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Soup with Eggplant,Arunachal Pradesh,veg,none,250,30,5,8
Chicken with Beans and Carrots,Arunachal Pradesh,non-veg,none,300,20,15,25
Pork with Eggplant and Peppers,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Pakoras with Yogurt Dip,Arunachal Pradesh,veg,gluten,250,35,12,6
Chicken Skewers with Rice and Vegetables,Arunachal Pradesh,non-veg,none,300,15,20,25
Pork with Sweet Corn and Peppers,Arunachal Pradesh,non-veg,none,350,25,20,25
Spicy Vegetable Biryani with Yogurt,Arunachal Pradesh,veg,dairy,400,50,15,12
Chicken Curry with Mushrooms and Beans,Arunachal Pradesh,non-veg,none,350,30,20,25
Pork with Spinach and Sweet Potatoes,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Korma with Barley,Arunachal Pradesh,veg,dairy,400,50,15,12
Chicken and Carrots Soup,Arunachal Pradesh,non-veg,none,250,20,5,20
Pork with Eggplant and Sweet Potatoes,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Soup with Lentils,Arunachal Pradesh,veg,gluten,250,30,5,8
Chicken and Beans Stew,Arunachal Pradesh,non-veg,none,350,25,20,25
Pork with Sweet Corn and Beans,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Curry with Beans,Arunachal Pradesh,veg,gluten,250,30,5,8
Chicken and Vegetable Biryani with Raita,Arunachal Pradesh,non-veg,dairy,450,50,15,30
Pork with Pumpkin and Green Beans,Arunachal Pradesh,non-veg,none,350,25,20,25
Vegetable Pakoras with Yogurt Dip,Arunachal Pradesh,veg,gluten,250,30,10,5
Chicken Skewers with Vegetables and Rice,Arunachal Pradesh,non-veg,none,300,15,20,25
Pork with Peppers and Sweet Corn,Arunachal Pradesh,non-veg,none,350,25,20,25
Spicy Vegetable Biryani with Yogurt Dip,Arunachal Pradesh,veg,dairy,400,50,15,12
Pulihora,Andhra Pradesh,Veg,Nuts,300,50,12,6
Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",600,70,20,30
Gongura Pachadi,Andhra Pradesh,Veg,Nuts,150,10,8,3
Andhra Chicken Curry,Andhra Pradesh,Non-Veg,Dairy,450,20,35,25
Pesarattu,Andhra Pradesh,Veg,None,250,45,10,12
Dosa,Andhra Pradesh,Veg,None,200,30,7,5
Avakaya,Andhra Pradesh,Veg,None,180,10,8,2
Pulled Fish Curry,Andhra Pradesh,Non-Veg,Dairy,350,15,20,25
Bagara Rice,Andhra Pradesh,Veg,Nuts,500,65,15,8
Hyderabadi Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",650,75,25,35
Chinta Chiguru Pappu,Andhra Pradesh,Veg,None,200,30,5,8
Kachchi Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",700,80,25,30
Kandi Pachadi,Andhra Pradesh,Veg,None,130,15,7,5
Brahmin's Lunch,Andhra Pradesh,Veg,Nuts,400,50,12,15
Curd Rice,Andhra Pradesh,Veg,Dairy,350,45,10,12
Mutton Curry,Andhra Pradesh,Non-Veg,Dairy,500,20,35,25
Pesarattu Dosa,Andhra Pradesh,Veg,None,260,50,12,14
Cabbage Curry,Andhra Pradesh,Veg,None,150,20,5,4
Gongura Chicken,Andhra Pradesh,Non-Veg,Dairy,450,25,30,25
Mango Pachadi,Andhra Pradesh,Veg,None,100,20,5,1
Egg Curry,Andhra Pradesh,Non-Veg,Dairy,400,10,30,20
Ulavacharu,Andhra Pradesh,Veg,None,200,20,8,10
Murgh Musallam,Andhra Pradesh,Non-Veg,Dairy,600,25,40,30
Vegetable Biryani,Andhra Pradesh,Veg,Nuts,550,70,15,10
Sambar,Andhra Pradesh,Veg,None,200,30,8,6
Chili Chicken,Andhra Pradesh,Non-Veg,Dairy,450,20,30,25
Kandipappu,Andhra Pradesh,Veg,None,180,25,5,10
Dondakaya Fry,Andhra Pradesh,Veg,None,200,15,8,4
Shahi Korma,Andhra Pradesh,Non-Veg,"Dairy, Nuts",500,30,35,25
Poornalu,Andhra Pradesh,Veg,Nuts,300,50,10,6
Bendakaya Fry,Andhra Pradesh,Veg,None,150,20,8,4
Bhindi Masala,Andhra Pradesh,Veg,None,200,25,10,5
Mutton Keema,Andhra Pradesh,Non-Veg,Dairy,500,15,35,30
Pappu Charu,Andhra Pradesh,Veg,None,180,20,5,7
Chicken Fry,Andhra Pradesh,Non-Veg,Dairy,450,15,25,30
Mirchi Bajji,Andhra Pradesh,Veg,None,250,30,15,5
Chana Dal Curry,Andhra Pradesh,Veg,None,220,30,6,8
Fish Fry,Andhra Pradesh,Non-Veg,Dairy,350,15,20,25
Aloo Curry,Andhra Pradesh,Veg,None,200,25,7,4
Pesarattu Upma,Andhra Pradesh,Veg,None,250,40,8,12
Mutton Shorba,Andhra Pradesh,Non-Veg,Dairy,350,10,25,20
Gutti Vankaya,Andhra Pradesh,Veg,Nuts,220,15,10,7
Pulao,Andhra Pradesh,Veg,Nuts,500,65,15,10
Kobbari Pachadi,Andhra Pradesh,Veg,Nuts,150,10,7,2
Chakna,Andhra Pradesh,Veg,Nuts,250,20,10,8
Kothimeera Pachadi,Andhra Pradesh,Veg,None,120,10,5,2
Beef Curry,Andhra Pradesh,Non-Veg,Dairy,550,20,40,35
Vegetable Kurma,Andhra Pradesh,Veg,Nuts,400,50,12,10
Kobbari Mithai,Andhra Pradesh,Veg,Nuts,300,25,15,10
Kura,Andhra Pradesh,Veg,None,180,15,7,6
Vankaya Curry,Andhra Pradesh,Veg,None,200,20,10,5
Pesarattu Dosa,Andhra Pradesh,Veg,None,270,55,12,14
Pulihora Rice,Andhra Pradesh,Veg,Nuts,320,45,12,7
Mutton Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",650,75,25,35
Pappu,Andhra Pradesh,Veg,None,200,20,5,8
Sambar Rice,Andhra Pradesh,Veg,None,350,50,10,12
Egg Dosa,Andhra Pradesh,Non-Veg,Dairy,400,30,20,18
Gongura Mutton,Andhra Pradesh,Non-Veg,Dairy,500,20,35,30
Chakodi,Andhra Pradesh,Veg,None,250,30,12,8
Guttivankaya Kura,Andhra Pradesh,Veg,Nuts,200,15,10,5
Chicken Pakora,Andhra Pradesh,Non-Veg,Dairy,350,20,25,20
Tomato Rice,Andhra Pradesh,Veg,None,300,60,10,8
Coriander Rice,Andhra Pradesh,Veg,None,320,50,12,7
Mutton Korma,Andhra Pradesh,Non-Veg,Dairy,600,25,35,30
Chepala Pulusu,Andhra Pradesh,Non-Veg,Dairy,400,15,25,20
Onion Uttapam,Andhra Pradesh,Veg,None,300,45,10,8
Masala Dosa,Andhra Pradesh,Veg,None,250,40,10,7
Chintakaya Pachadi,Andhra Pradesh,Veg,None,150,15,5,2
Tomato Pachadi,Andhra Pradesh,Veg,None,130,12,5,2
Vegetable Sambar,Andhra Pradesh,Veg,None,200,25,8,5
Mutton Keema Curry,Andhra Pradesh,Non-Veg,Dairy,550,15,35,30
Kandipappu Kura,Andhra Pradesh,Veg,None,180,20,6,10
Methi Thepla,Andhra Pradesh,Veg,None,250,40,12,10
Pappu Charu Rice,Andhra Pradesh,Veg,None,200,35,8,6
Chepala Vepudu,Andhra Pradesh,Non-Veg,Dairy,400,20,25,20
Vegetable Upma,Andhra Pradesh,Veg,None,250,40,8,7
Bhindi Do Pyaza,Andhra Pradesh,Veg,None,180,20,7,5
Mutton Seekh Kebabs,Andhra Pradesh,Non-Veg,Dairy,500,15,35,30
Masala Pappu,Andhra Pradesh,Veg,None,180,25,6,8
Coconut Chutney,Andhra Pradesh,Veg,Nuts,150,5,12,2
Mutton Liver Fry,Andhra Pradesh,Non-Veg,Dairy,400,15,30,25
Palak Curry,Andhra Pradesh,Veg,None,200,15,7,5
Chickpea Salad,Andhra Pradesh,Veg,None,220,30,5,10
Hyderabadi Chicken Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",650,70,25,35
Nellore Chepala Pulusu,Andhra Pradesh,Non-Veg,Dairy,400,20,30,20
Tomato Chutney,Andhra Pradesh,Veg,None,100,15,4,1
Tandoori Chicken,Andhra Pradesh,Non-Veg,None,500,10,25,30
Vegetable Pakoras,Andhra Pradesh,Veg,None,300,25,15,8
Kachori,Andhra Pradesh,Veg,Nuts,350,30,20,8
Chicken Kebab,Andhra Pradesh,Non-Veg,Dairy,400,15,25,20
Veg Korma,Andhra Pradesh,Veg,Nuts,400,50,12,10
Chicken Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",650,75,25,30
Kothimeera Kura,Andhra Pradesh,Veg,None,180,15,6,7
Vegetable Korma,Andhra Pradesh,Veg,Nuts,400,50,12,10
Gongura Mutton Curry,Andhra Pradesh,Non-Veg,Dairy,500,25,35,30
Vegetable Curry,Andhra Pradesh,Veg,None,200,25,8,5
Chicken Saag,Andhra Pradesh,Non-Veg,Dairy,400,20,25,20
Rava Kesari,Andhra Pradesh,Veg,Nuts,350,45,15,6
Mutton Seekh Kebab,Andhra Pradesh,Non-Veg,Dairy,500,15,35,30
Mutton Rogan Josh,Andhra Pradesh,Non-Veg,Dairy,500,20,35,30
Palak Paneer,Andhra Pradesh,Veg,Dairy,400,20,25,18
Coconut Rice,Andhra Pradesh,Veg,None,300,40,12,6
Mutton Tikka,Andhra Pradesh,Non-Veg,Dairy,450,15,30,25
Veg Samosa,Andhra Pradesh,Veg,None,250,30,15,6
Rasam,Andhra Pradesh,Veg,None,150,20,5,4
Fish Curry,Andhra Pradesh,Non-Veg,Dairy,400,20,25,20
Mutton Dum Biryani,Andhra Pradesh,Non-Veg,"Nuts, Dairy",650,70,25,30
Bhindi Fry,Andhra Pradesh,Veg,None,200,15,8,5
Chepala Pulusu,Andhra Pradesh,Non-Veg,Dairy,400,20,30,20
Gongura Chicken Curry,Andhra Pradesh,Non-Veg,Dairy,450,25,30,25
Vegetable Pulao,Andhra Pradesh,Veg,Nuts,500,65,15,10
Chicken Saagwala,Andhra Pradesh,Non-Veg,Dairy,400,20,25,20
Chicken Curry,Andhra Pradesh,Non-Veg,Dairy,450,20,30,25
Palak Chicken,Andhra Pradesh,Non-Veg,Dairy,400,20,25,20
Chana Masala,Andhra Pradesh,Veg,None,250,40,10,8
Rogan Josh,Jammu and Kashmir,non-veg,none,450,12,30,35
Yakhni,Jammu and Kashmir,non-veg,none,400,8,25,30
Kashmiri Pulao,Jammu and Kashmir,veg,nuts,350,60,10,10
Kahwa,Jammu and Kashmir,vegan,none,70,0,0,0
Gushtaba,Jammu and Kashmir,non-veg,none,500,15,35,40
Dum Aloo,Jammu and Kashmir,veg,none,300,20,15,10
Marchwangan Korma,Jammu and Kashmir,non-veg,nuts,450,14,28,35
